Removed Pin From Net: NetName=SPKR_NEG Pin=C8-1
Removed Pin From Net: NetName=SPKR_NEG Pin=C9-1
Removed Pin From Net: NetName=SPKR_POS Pin=C9-2
Removed Pin From Net: NetName=SPKR_NEG Pin=C12-1
Removed Pin From Net: NetName=GND Pin=C13-1
Removed Pin From Net: NetName=INT_VCC Pin=C13-2
Removed Pin From Net: NetName=GND Pin=C14-1
Removed Pin From Net: NetName=SPKR_NEG Pin=C14-2
Removed Pin From Net: NetName=SPKR_NEG Pin=C20-2
Removed Pin From Net: NetName=GND Pin=C22-1
Removed Pin From Net: NetName=INT_VCC Pin=C22-2
Removed Pin From Net: NetName=GND Pin=C23-1
Removed Pin From Net: NetName=INT_VCC Pin=C23-2
Removed Pin From Net: NetName=SPKR_NEG Pin=C24-1
Removed Pin From Net: NetName=INT_VCC Pin=C24-2
Removed Pin From Net: NetName=INT_VCC Pin=D4-2
Removed Pin From Net: NetName=DAC_SCK Pin=J6-2
Removed Pin From Net: NetName=SPKR_POS Pin=L2-2
Removed Pin From Net: NetName=INT_VCC Pin=R46-2
Removed Pin From Net: NetName=SPKR_NEG Pin=R48-1
Removed Pin From Net: NetName=GND Pin=R55-1
Removed Pin From Net: NetName=SPKR_NEG Pin=R55-2
Removed Pin From Net: NetName=INT_VCC Pin=R58-1
Removed Pin From Net: NetName=SPKR_NEG Pin=R62-1
Removed Pin From Net: NetName=GND Pin=R63-1
Removed Pin From Net: NetName=SPKR_NEG Pin=R64-1
Removed Pin From Net: NetName=INT_VCC Pin=R64-2
Removed Pin From Net: NetName=SPKR_NEG Pin=U5-2
Removed Pin From Net: NetName=INT_VCC Pin=U5-8
Removed Pin From Net: NetName=GND Pin=U5-9
Removed Pin From Net: NetName=GND Pin=U5-10
Removed Pin From Net: NetName=INT_VCC Pin=U5-12
Removed Pin From Net: NetName=GND Pin=U5-15
Removed Member From Class: ClassName=AMPLIFIER Member=C12
Removed Member From Class: ClassName=AMPLIFIER Member=C13
Removed Member From Class: ClassName=AMPLIFIER Member=C14
Removed Member From Class: ClassName=AMPLIFIER Member=C15
Removed Member From Class: ClassName=AMPLIFIER Member=C16
Removed Member From Class: ClassName=AMPLIFIER Member=C19
Removed Member From Class: ClassName=AMPLIFIER Member=C20
Removed Member From Class: ClassName=AMPLIFIER Member=C21
Removed Member From Class: ClassName=AMPLIFIER Member=C22
Removed Member From Class: ClassName=AMPLIFIER Member=C23
Removed Member From Class: ClassName=AMPLIFIER Member=C24
Removed Member From Class: ClassName=AMPLIFIER Member=D4
Removed Member From Class: ClassName=AMPLIFIER Member=D5
Removed Member From Class: ClassName=AMPLIFIER Member=R46
Removed Member From Class: ClassName=AMPLIFIER Member=R47
Removed Member From Class: ClassName=AMPLIFIER Member=R48
Removed Member From Class: ClassName=AMPLIFIER Member=R53
Removed Member From Class: ClassName=AMPLIFIER Member=R54
Removed Member From Class: ClassName=AMPLIFIER Member=R55
Removed Member From Class: ClassName=AMPLIFIER Member=R58
Removed Member From Class: ClassName=AMPLIFIER Member=R62
Removed Member From Class: ClassName=AMPLIFIER Member=R63
Removed Member From Class: ClassName=AMPLIFIER Member=R64
Removed Member From Class: ClassName=AMPLIFIER Member=U3
Removed Member From Class: ClassName=AMPLIFIER Member=U5
Change Component Footprint: Designator=C9 Old Footprint=CAPC1812(4532)230_N New Footprint=CAPC1608X90X40ML10T20
Change Component Footprint: Designator=C8 Old Footprint=FP-C1005-050-0_05-IPC_C New Footprint=FP-GRM188-0_1-e0_2_0_55-IPC_A
Change Component Footprint: Designator=L2 Old Footprint=WE-PD-L New Footprint=FP-LQG18HH_00-IPC_A
Change Component Comment : Designator=L2 Old Comment=74477110 New Comment=LQG18HN2N2S00D
Change Component Comment : Designator=C8 Old Comment=C1005X7R1H104K050BB New Comment=GRM188R60J106ME47D
Change Component Comment : Designator=C9 Old Comment=CAP 470nF 50V 1812(4532) New Comment=0603 CAP
Change Managed Component Library Link : Designator=C8 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=DCC25F0D-1AD3-4AC4-A967-BFD66DBFFEFB New ItemGUID=3F1FDB09-9931-43B7-B80F-88673FF926CD Old RevisionGUID=85611F8B-9D2E-40BA-BA4A-95905B714B89 New RevisionGUID=937773BC-2271-489F-837A-E58975DBF117
Change Managed Component Library Link : Designator=L2 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=288EC03D-2890-41B1-AA63-FB4E69819D16 New ItemGUID=391AD284-6195-4EC0-9252-C519BA204023 Old RevisionGUID=C4762655-EB6A-4F2E-8B7C-57A81AB868AF New RevisionGUID=E6B75B23-47E5-4B04-8E4A-1C2B8F7DFEF0
Change Managed Component Library Link : Designator=C9 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=D5CACE43-709A-4464-BB04-ED577B050C2A Old ItemGUID=AD4F6F70-A2A1-44D5-AAB0-8727F172BDF3 New ItemGUID=b222cc60-d090-474d-8082-41a2e8bfaa66 Old RevisionGUID=361C0D2C-6AE8-49E1-9C45-C369C225B49C New RevisionGUID=6ae86dcb-7957-4163-89f8-852ed612a86d
Change component parameters: Designator = "C8" ("C8"); Footprint = "FP-C1005-050-0_05-IPC_C"; UniqueID = "\BVUNKCJJ\WRSCPWAJ" ("\BVUNKCJJ\WRSCPWAJ")
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.switchcraft.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.switchcraft.com/Drawings/35rasmt4bhntrx_cd.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Material"; Value = "Silver"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = "Silver"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating"; Value = "50 mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "Rev. C, 07/2014"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Female 3.5 mm Phone Jack, 5 Position, Height 5 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "35RASMT4BHNTRX"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHSCompliant"; Value = "true"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = "12 V"; VariantName = "[No Variations]"
Added Component: Designator=J8(FP-B6B-XH-A_LF_SN-MFG)
Added Component: Designator=TP1(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP2(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP3(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP4(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP5(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP6(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP7(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP8(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP9(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP10(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP11(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP12(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP13(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP14(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP15(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP16(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP17(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=TP18(TP06R)
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
